Response ID,Status,Rejection Reason,Has Reviewer,Rejection Date
cec2c3fb-ef3a-4801-82ee-b893bf86531f,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
bee47148-0135-4066-b373-0dc5345a33b6,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
92288440-dd54-4dd3-bb10-d94a6e51854b,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
f2ad58ba-cf99-4857-9b40-06ccc6729b08,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
82aee538-2225-4cea-9d70-75e31abec216,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
2feb5ff1-5ed8-40ba-844b-1de2e115aaf8,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
819a36b8-a6c8-46fe-a5dd-bc35099ade67,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
8ae02e42-8431-4e31-9e40-9ce7117075ae,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
bea91061-046b-4d12-a4b7-c6b247651e40,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
750d2aa0-ed58-40a5-b160-3dc227c4a65b,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
029d1b6e-0bfe-414a-868b-d51b979e7145,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
48657151-7626-42a5-bab4-4f1c601c7e26,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
c2a36cda-514f-4d23-8e29-a7470e7c425d,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
de14ab3e-b30d-4f4b-aa9e-98b75254beda,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
eed3b779-1505-4e87-909e-e332957bf90e,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
12d4350c-6dcb-4dfb-ae7f-cccd2e7888eb,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
9cc490ed-21d7-44f6-8ae1-67476ed82488,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
1cc65497-7788-453a-90ed-2861a84498f8,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
73cebd0e-5e60-40b0-bdb0-5843752bee11,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
f802e7da-a21f-40c4-91d2-b88fefe6685f,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
03935ffa-bae0-449c-ba30-531212b62225,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
8dc75465-1833-4d19-a509-fe705de1912f,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
fd3da423-0cd1-48c4-a314-e6983e50c364,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
fb20ef3b-b86b-49a6-9812-7a5b7ab205c5,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
b7ca70ff-bcc5-4d9f-9755-a3e65f7ea834,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
36160d6e-21b8-498a-8e60-3e16e226f62c,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
1e533d13-897e-411e-9542-918389b97091,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
05daffd7-2d0e-40d2-95b9-7bcb0978bb47,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
effc293e-4d67-4f64-be9a-a764361e4aa9,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
b53ce11c-1a37-4a01-b4b8-2db59e2ff7f1,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
e7425ff6-abda-40ae-a029-ce38a0170d73,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
c3d5b03b-d681-4de1-9b7b-ec35d28ae2da,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
2a4a7e4d-e95e-4fe7-ab79-01998ac00a08,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
a1d79fc4-f5d8-4a35-8927-267650d86791,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
a65c0cd5-67c1-48fc-8d2f-004632213729,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
7c4399b6-c948-49be-b93a-e1c07d892fdc,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
176c7f4f-4e98-460f-9623-8895d64adb4a,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
7b0c9b69-4990-453d-9855-21d37816462f,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
5039456a-7ecb-4532-af95-f772a5f8af63,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
4f3537d5-e907-451a-ad60-7b65a9d61336,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
1cc47002-4756-4ed3-9d5a-fe5f85690adf,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
87e97234-32e5-4778-8bd3-6ecc792aa983,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
ea29caee-778b-4115-881b-1e69c417d6ea,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
d1ebb5ec-5939-4b40-a5f2-e1067775184a,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
21b1d7ab-0bf6-44aa-bcb0-d75ace2fab45,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
e0177b3b-0e13-49fb-8db1-054d4b182c5a,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
c9a1c196-0446-46fc-8558-8a7de06863e8,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
f87b2c3b-d976-4d4d-9796-a52d85b5a404,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
45d9e8ae-6df6-49e9-b983-fe46d87e8a40,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
9affc65d-1da3-402f-86b9-e31faedf4777,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
c64fe98b-7c49-42f4-b30d-55ba3dce3ea1,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
08ab7d95-ba66-4f17-b09d-ef313766cce5,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
5f89949f-9cfd-49ff-92db-541b335b4212,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
4ae685f7-e6ea-41c4-b875-0010ad8dab06,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
67429bd3-5964-430b-84a0-ec64bc2ac762,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
7b0cc7ad-cb5e-460b-8df0-5bf148042cd0,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
e9c2b7ca-3a02-4ddb-b721-63b1a6adac67,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
7c55b323-6ec5-4d4b-8d5b-7cfac4e198f6,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
78f571f0-680c-4a99-ad45-8e23c5bdc24c,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
f1cc45bb-cbe4-41dc-b613-a586e64f1900,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
4dce8092-f685-4a59-a464-0f285f3a9dfd,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
ee92a801-c509-4661-bab9-04e5e446a1b9,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
4ee14e4f-8fc9-4035-8e9a-e396d12bc26e,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
a22701ba-b3e5-4699-9941-1c01379baeb0,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
f1805cb6-4287-441c-b67e-04392311a42c,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
9a3ab81a-5157-481d-9580-fad379c16b06,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
0230440c-2e91-4e25-aa2f-8350946eb7c0,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
bb5a10b4-1317-4b36-9ef6-19986b8630fa,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
684cd674-fdd9-4bec-994e-5e12f7e0f05f,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
3dd9fa11-db8b-45f6-9507-db7f1b3f0316,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
3a2b4b5d-9d14-436b-8027-6fbe184d577f,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
f60cb8ae-a19b-42ce-ab20-29b5d064bcf7,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
598b5a4e-8313-48de-b122-1afb9ae295ef,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
2e413c7d-e88e-49ce-bfc2-ac35372b7c7c,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
32f0d59b-919c-408f-8223-47d1efdb7cc0,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
d2ec1ead-1227-4fb7-8a94-e04993651723,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
56b85964-0831-4a54-a835-227c03864945,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
8d936381-7b7b-4327-8865-61bcafda6a43,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
e0c78f69-fee3-46a1-aa0c-4b71f7789484,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
edb03df8-64c9-4a31-9221-df20478d072a,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
5b9b8464-0f6b-4568-8d10-4e8f659ed882,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
9b137ffa-89dd-47ab-a1a8-f319695012aa,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
7ac70621-fe64-46f9-add8-365c96c52ea9,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
b8c3443b-cc9c-43e4-a772-69c1321b19d5,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
2729dcbb-b703-4991-b05d-55f3cf89d583,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
a8f81042-4fc1-4646-bc4b-1c03fc91e80e,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
4d5163bb-50db-47eb-be10-032d9a655147,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
b510ee93-efc5-4988-8c82-a5ecee24b155,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
522f90e6-d30f-4100-af6d-2a222caff051,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
dc207194-fc24-4394-9ba3-d7592e60dc18,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
2fa3da4e-5227-4d3e-b96f-7862b8c46c61,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
cde50b94-2aa2-4762-9e21-dd454f790ec8,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
04f0e7d5-da82-4b83-9c9d-4b2acd27a2ec,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
ada7efff-f7c4-45b7-9143-a9f982ec8637,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
d6c7fe89-ddd3-4e3e-88f4-5d26dc7ddc5b,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
4c3a8e76-c94c-428a-a07e-f95b1b3cbfc5,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
be33a95d-2e1e-4d1c-b4f9-3ca31825abc6,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
79b883af-7871-415c-8a85-b222b3c83fc4,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
08f7c198-e31e-4dfa-af1a-03d4acbef77a,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
821ce3f2-a307-421b-b118-de546c494315,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
abd65e62-e06b-4f9d-8aff-8783b10db7fa,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
49faba17-e7d0-4497-9b30-ad7a04c00cad,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
00d456fa-183a-4119-a169-dae6f6783609,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
bbf3fc5a-d3ec-4b50-ae93-8727782b28d5,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
b21c78c1-c646-4058-95b1-3b4fc18a0d46,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
693bbed5-374c-4b4d-882b-ac0ab5c1c2f0,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
8ccf1f65-3c80-4593-9e6b-34b22666c647,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
e8485e4d-ba98-49ac-a176-12a011972395,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
22d5d66b-474b-4382-8a0e-e8870476bbad,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
3f1c3e48-927f-494d-ae5b-dbfc5eca6e80,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
549da903-ffa6-4e7b-9ed3-62c76b0207b0,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
57b31ee3-8692-4cf4-88fc-360d652a732b,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
4f01ef7d-662e-4952-9dc4-0058f5926e4e,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
90fb5cf6-788a-4628-be73-2a943936e97d,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
e7bcaafa-4064-40f9-89ec-da4020215b4f,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
5b0ffa8b-5dfa-4674-8510-749ea2ddea08,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
28a284b5-5e5a-4e25-8a24-15d9995fd2c1,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
0436a890-bcd2-4cc4-aa56-3cbf2824fa6c,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
84545053-aa2d-4339-b7da-2de4cc24408d,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
5957ef4d-8f18-4786-95b0-963bd3048aa5,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
b1eb5620-5a3f-4fa5-8085-ff6444b24c02,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
06abf2de-45af-4b6f-9d48-ec9d6feac058,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
58134f82-fff5-427d-8f4f-e0a4c1d52adf,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
6b2360f0-f54d-460b-b196-2b917fd90fd4,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
87f0ab99-8c2e-4724-ba39-ddd1c755fa2c,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
d699f339-cef2-4024-830f-944b5f904c55,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
ae7ced72-6e73-4d50-92dd-ee9ab3a1c654,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
0d351592-eb16-45c3-ae62-a8bc5433442a,Rejected,"NWR in Q5, Q6 & Q8",No,2025-12-22
